genename	geneID	chr	strand	start	stop 0
1500010J02Rik	NM_026889	chr11	+	68829586	68849972 20386
Npcd	NM_001013360	chr15	-	79616780	79664763 47983
Npcd	NM_001013362	chr15	-	79616780	79664763 47983
Osm	NM_001013365	chr11	+	4136422	4141029 4607
Wdr91	NM_001013366	chr6	-	34830425	34860817 30392
Prkaa1	NM_001013367	chr15	+	5093884	5131899 38015
E2f8	NM_001013368	chr7	-	56121833	56136368 14535
Pfdn4	NM_001013369	chr2	+	170321927	170344567 22640
Sesn1	NM_001013370	chr10	+	41607272	41628230 20958
Dtx3l	NM_001013371	chr16	-	35926600	35939185 12585
Nrp	NM_001013372	chr12	-	88783797	88784967 1170
Tmprss13	NM_001013373	chr9	+	45127182	45155663 28481
Lman2l	NM_001013374	chr1	-	36480030	36502084 22054
Utp18	NM_001013375	chr11	-	93720556	93746992 26436
Rpp38	NM_001013376	chr2	-	3246220	3249900 3680
E130306D19Rik	NM_001013377	chr4	-	43509015	43512501 3486
Uspl1	NM_001013378	chr5	+	149996135	150027010 30875
Uspl1	NM_001115149	chr5	+	149996135	150027010 30875
Uspl1	NM_001115150	chr5	+	149996135	150027010 30875
Uspl1	NM_001115151	chr5	+	149996135	150027010 30875
Uspl1	NM_001115153	chr5	+	149996135	150027010 30875
D10627	NM_001013379	chr8	+	71733000	71754438 21438
Dync1li2	NM_001013380	chr8	-	106943030	106966924 23894
Rsad1	NM_001013381	chr11	-	94401111	94410521 9410
Lrrc52	NM_001013382	chr1	-	169375805	169396911 21106
Podnl1	NM_001013384	chr8	+	86649887	86656416 6529
Grm4	NM_001013385	chr17	-	27559332	27640249 80917
Rasl10b	NM_001013386	chr11	+	83223573	83234540 10967
Zfp182	NM_001013387	chrX	-	20603309	20639132 35823
Zfp182	NM_001111076	chrX	-	20603309	20639132 35823
Mrs2	NM_001013389	chr13	-	25084351	25112248 27897
Scn4b	NM_001013390	chr9	+	44947124	44962144 15020
Cpsf6	NM_001013391	chr10	-	116785262	116813927 28665
Rreb1	NM_001013392	chr13	+	37980302	38043871 63569
OTTMUSG00000001246	NM_001013393	chr4	-	73062065	73066106 4041
D9Ertd402e	NM_001013405	chr9	+	122714725	122745450 30725
Nkain2	NM_001013411	chr10	-	31409124	32122179 713055
Ccl26	NM_001013412	chr5	-	136036317	136039439 3122
0610025P10Rik	NM_001013414	chr11	+	69715379	69727324 11945
Ric8b	NM_001013441	chr10	+	84380400	84479192 98792
Olfr112	NM_001013575	chr17	-	37700183	37706394 6211
1110054O05Rik	NM_001013577	chr4	-	59782518	59796739 14221
Thoc7	NM_001013578	chr14	-	14783454	14793739 10285
Pard3	NM_001013580	chr8	+	129823551	129925959 102408
Pard3	NM_001013581	chr8	+	129823511	129957044 133533
Vmo1	NM_001013607	chr11	-	70327017	70328118 1101
0610007P08Rik	NM_001013608	chr13	+	63916627	64001609 84982
Tex24	NM_001013609	chr8	+	28454865	28459660 4795
Trim6	NM_001013616	chr7	+	111367330	111383666 16336
Ddn	NM_001013741	chr15	-	98634212	98638386 4174
Zfp57	NM_001013745	chr17	+	37139524	37147552 8028
Tmem151b	NM_001013749	chr17	-	45678900	45686642 7742
Gm597	NM_001013750	chr1	-	28832966	28837097 4131
Gm52	NM_001013751	chr5	-	135034109	135035963 1854
Pcdh17	NM_001013753	chr14	+	84845480	84934001 88521
5730409E04Rik	NM_001013755	chr4	+	126287109	126290718 3609
Grhl3	NM_001013756	chr4	-	135097802	135129535 31733
Vwde	NM_001013757	chr6	-	13135609	13175056 39447
Lingo3	NM_001013758	chr10	-	80295547	80306775 11228
Gas2l2	NM_001013759	chr11	-	83235403	83242957 7554
EG238829	NM_001013760	chrX	+	73509644	73513012 3368
Gm606	NM_001013761	chr16	-	26957320	26990060 32740
EG240549	NM_001013762	chr19	+	12674577	12702104 27527
EG244595	NM_001013764	chr8	-	95544113	95572091 27978
Zscan4c	NM_001013765	chr7	+	11591093	11595896 4803
Samd3	NM_001013766	chr10	+	25949512	25980610 31098
Capn11	NM_001013767	chr17	-	45767152	45796258 29106
Rsl1	NM_001013769	chr13	+	67274117	67284434 10317
AI747699	NM_001013770	chr19	-	33629770	33664801 35031
Gm973	NM_001013771	chr1	+	59573107	59691353 118246
BC055004	NM_001013773	chr5	+	138667131	138693103 25972
AW146299	NM_001013774	chr5	-	145744612	145770505 25893
EG382106	NM_001013776	chr9	-	109503629	109528562 24933
Zfp488	NM_001013777	chr14	-	34780255	34791993 11738
Fam18a	NM_001013778	chr16	-	10420651	10447351 26700
Aim2	NM_001013779	chr1	+	175350715	175396167 45452
Slc25a34	NM_001013780	chr4	-	141174739	141179749 5010
OTTMUSG00000005491	NM_001013783	chr11	+	46218231	46221484 3253
E130309D14Rik	NM_001013784	chr11	+	74433106	74455018 21912
Akr1c19	NM_001013785	chr13	+	4232985	4247604 14619
Zfp187	NM_001013786	chr13	-	21534043	21545560 11517
EG432743	NM_001013788	chr13	+	31066041	31068117 2076
Fam105b	NM_001013792	chr15	-	27535675	27560436 24761
AA388235	NM_001013793	chr17	+	34118436	34122303 3867
Spink6	NM_001013797	chr18	+	44231046	44243264 12218
A530098C11Rik	NM_001013799	chr1	-	44066252	44076851 10599
Macrod2	NM_001013802	chr2	+	140221165	142215786 1994621
Flg2	NM_001013804	chr3	+	93001194	93025298 24104
Ankrd13c	NM_001013806	chr3	+	157610429	157669801 59372
EG434171	NM_001013810	chr7	-	39303157	39313212 10055
Fam169b	NM_001013811	chr7	+	75418724	75507976 89252
Maml2	NM_001013813	chr9	+	13424432	13513977 89545
Amt	NM_001013814	chr9	+	108199253	108203928 4675
EG434459	NM_001013816	chr14	+	52172378	52282628 110250
Sp140	NM_001013817	chr1	+	87497277	87541611 44334
EG434674	NM_001013820	chr19	-	8136698	8206472 69774
EG435337	NM_001013824	chr12	-	89509079	89512941 3862
Dupd1	NM_001013826	chr14	-	22495793	22533798 38005
Shf	NM_001013829	chr2	-	122174627	122194654 20027
Prkg1	NM_001013833	chr19	-	30642040	31839523 1197483
Ptprd	NM_001014288	chr4	-	75587142	75779380 192238
Dyrk2	NM_001014390	chr10	-	118296404	118305959 9555
Gpr113	NM_001014394	chr5	-	30519970	30532262 12292
EG382156	NM_001014395	chr9	-	109280924	109306810 25886
OTTMUSG00000010673	NM_001014397	chr4	+	146927415	146959304 31889
Trcg1	NM_001014398	chr9	+	57084362	57097671 13309
Abi3bp	NM_001014399	chr16	+	56478012	56689430 211418
Abi3bp	NM_001014424	chr16	+	56478012	56689430 211418
Abi3bp	NM_001014422	chr16	+	56478012	56689430 211418
Abi3bp	NM_178790	chr16	+	56478012	56689430 211418
Abi3bp	NM_001014423	chr16	+	56478012	56689430 211418
Scn2b	NM_001014761	chr9	+	44925958	44938153 12195
4930404N11Rik	NM_001014836	chr10	-	80826768	80828492 1724
Zmynd12	NM_001014900	chr4	+	119095477	119126504 31027
Snx13	NM_001014973	chr12	+	35731907	35830055 98148
Ttll4	NM_001014974	chr1	+	74708320	74744547 36227
Espl1	NM_001014976	chr15	+	102126743	102154787 28044
1110013L07Rik	NM_001014995	chr3	+	88987109	88993211 6102
Cenpj	NM_001014996	chr14	-	57145597	57190651 45054
Gm156	NM_001014997	chr6	-	129716664	129725867 9203
Zfyve28	NM_001015039	chr5	-	34537542	34630973 93431
Garnl4	NM_001015046	chr11	-	74196984	74403660 206676
6030408C04Rik	NM_001015099	chr12	+	52449312	52474758 25446
Vprbp	NM_001015507	chr9	+	106724320	106782760 58440
E130308A19Rik	NM_001015681	chr4	+	59639278	59767175 127897
Tyw1	NM_001015876	chr5	+	130732936	130817027 84091
Taf9	NM_001015889	chr13	+	101421580	101426015 4435
Arid3c	NM_001017362	chr4	-	41670867	41678174 7307
1700021K02Rik	NM_001017409	chr10	+	60638009	60643428 5419
1700021K02Rik	NM_001017407	chr10	+	60638009	60643428 5419
1700021K02Rik	NM_023064	chr10	+	60638009	60643428 5419
1700021K02Rik	NM_001017419	chr10	+	60634711	60651589 16878
1700021K02Rik	NM_001017433	chr10	+	60634711	60651589 16878
Jmjd3	NM_001017426	chr11	-	69212019	69227177 15158
Rasef	NM_001017427	chr4	-	73360482	73436506 76024
Cox17	NM_001017429	chr16	+	38347117	38352849 5732
1700021K02Rik	NM_001017441	chr10	+	60634711	60643428 8717
Btbd11	NM_001017525	chr10	+	85061155	85123037 61882
Lamp2	NM_001017959	chrX	-	35758240	35809632 51392
Ddi2	NM_001017966	chr4	-	141239477	141279359 39882
Zdhhc18	NM_001017968	chr4	-	133162906	133189344 26438
Foxred2	NM_001017983	chr15	-	77770955	77787065 16110
C2cd3	NM_001017985	chr7	+	107520742	107618668 97926
Izumo1	NM_001018013	chr7	+	52877180	52882612 5432
Grxcr1	NM_001018019	chr5	+	68423073	68557637 134564
Gm414	NM_001018031	chr3	+	69811534	69832626 21092
Sp3	NM_001018042	chr2	-	72774489	72818503 44014
Cxx1b	NM_001018063	chrX	-	50972353	50973585 1232
Lce3f	NM_001018079	chr3	+	92796147	92797348 1201
Ldoc1	NM_001018087	chrX	+	58962790	58964125 1335
Trim15	NM_001024134	chr17	-	36997635	37004132 6497
Kbtbd7	NM_001024135	chr14	+	79826303	79830845 4542
Anks6	NM_001024136	chr4	-	47028560	47070178 41618
Pla2g4d	NM_001024137	chr2	-	120091604	120114805 23201
Gpr139	NM_001024138	chr7	-	126287836	126327888 40052
Adamts15	NM_001024139	chr9	-	30706739	30730037 23298
Nxf3	NM_001024141	chrX	-	132606637	132619794 13157
Pla2g4f	NM_001024145	chr2	-	120125701	120139901 14200
EG545758	NM_001024147	chr5	-	72972877	72978789 5912
Ugt2a2	NM_001024148	chr5	-	87888517	87911283 22766
Nufip2	NM_001024205	chr11	+	77499674	77531468 31794
Trappc1	NM_001024206	chr11	+	69137471	69139295 1824
EG432555	NM_001024230	chr11	-	48700923	48715654 14731
Crls1	NM_001024385	chr2	+	132672438	132692504 20066
Bcat1	NM_001024468	chr6	-	144942355	144997332 54977
Diras2	NM_001024474	chr13	-	52599743	52626149 26406
1110049B09Rik	NM_001024478	chr12	-	33718660	33777740 59080
Dcun1d2	NM_001024504	chr8	-	13255962	13288126 32164
Dcun1d2	NM_001042649	chr8	-	13255962	13288126 32164
Dcun1d2	NM_001042650	chr8	-	13255962	13288126 32164
Dcun1d2	NM_001042651	chr8	-	13255962	13288126 32164
Brd9	NM_001024508	chr13	+	74075258	74098343 23085
Fam149b	NM_001024512	chr14	+	21167443	21202713 35270
Larp4	NM_001024526	chr15	+	99803285	99846789 43504
Shc2	NM_001024539	chr10	-	79080682	79100663 19981
Snx32	NM_001024560	chr19	-	5495277	5510489 15212
AW555464	NM_001024602	chr12	+	113960402	113984802 24400
Ankrd28	NM_001024604	chr14	-	32513200	32643601 130401
4833426J09Rik	NM_001024606	chr8	+	107115341	107120749 5408
1700007G11Rik	NM_001024614	chr5	+	98758322	99231038 472716
B230208H17Rik	NM_001024616	chr2	-	25438537	25463976 25439
Inpp4b	NM_001024617	chr8	+	84239098	84646460 407362
Xirp2	NM_001024618	chr2	+	67284058	67364663 80605
Tsku	NM_001024619	chr7	-	105499377	105509785 10408
Pcnp	NM_001024622	chr16	-	56015620	56029830 14210
Cdkl5	NM_001024624	chrX	-	157222239	157432584 210345
BC062115	NM_001024626	chr10	+	81510878	81524331 13453
Lrrc16b	NM_001024645	chr14	+	56109929	56127101 17172
LOC554292	NM_001024672	chr15	+	100183630	100214866 31236
Il28a	NM_001024673	chr7	-	29293879	29295379 1500
Cpa2	NM_001024698	chr6	+	30491641	30514473 22832
Zbtb45	NM_001024699	chr7	-	13591014	13595149 4135
C1ql4	NM_001024702	chr15	-	98915184	98918191 3007
Mctp2	NM_001024703	chr7	-	79222715	79451474 228759
Prpmp5	NM_001024705	chr6	-	132261607	132264761 3154
EG432825	NM_001024706	chr14	-	20413359	20421809 8450
Lrp3	NM_001024707	chr7	-	35985952	36000364 14412
EG544710	NM_001024709	chr10	+	77298691	77299996 1305
LOC544988	NM_001024712	chr14	-	5356913	6240676 883763
Cma2	NM_001024714	chr14	+	56590264	56592832 2568
Triobp	NM_001024716	chr15	+	78813485	78836294 22809
Gal3st3	NM_001024717	chr19	+	5298340	5308739 10399
Cyp2c67	NM_001024719	chr19	-	39683348	39723532 40184
Hmcn1	NM_001024720	chr1	-	152409631	152840565 430934
BC094916	NM_001024721	chr1	-	175451441	175466088 14647
Zfp607	NM_001024726	chr7	+	28645654	28665844 20190
EG545952	NM_001024727	chr7	-	46511993	46519904 7911
C330021F23Rik	NM_001024728	chr8	+	3568001	3584776 16775
Cebpz	NM_001024806	chr17	-	79318342	79336390 18048
Gm128	NM_001024841	chr3	-	95040841	95044972 4131
Hoxc11	NM_001024842	chr15	+	102784956	102787132 2176
Zfp62	NM_001024846	chr11	+	49017040	49032318 15278
Zfp62	NM_009562	chr11	+	49017040	49032318 15278
Apol7b	NM_001024848	chr15	-	77252638	77277890 25252
Apol7b,Apol7e	NM_001024848	chr15	+	77529318	77549718 20400
Apol7b,Apol7e	NM_001134802	chr15	+	77529318	77549718 20400
Rhox10	NM_001024850	chrX	+	35419651	35424865 5214
Ankrd34a	NM_001024851	chr3	+	96400558	96403701 3143
Ttbk2	NM_001024856	chr2	-	120558551	120676114 117563
Ttbk2	NM_001024857	chr2	-	120558551	120676114 117563
Sept10	NM_001024910	chr10	-	58604374	58684513 80139
Sept10	NM_001024911	chr10	-	58626867	58684231 57364
N4bp2	NM_001024917	chr5	+	66154803	66218023 63220
Rfx4	NM_001024918	chr10	+	84218792	84369281 150489
2310022M17Rik	NM_001024919	chr11	-	31565149	31571862 6713
Trp53i13	NM_001024920	chr11	-	77321600	77326871 5271
Ddx49	NM_001024922	chr8	-	72816764	72826345 9581
Cyb5d2	NM_001024926	chr11	-	72590733	72609320 18587
Pitpnm3	NM_001024927	chr11	-	71861029	71949391 88362
Pitpnm3	NM_001081641	chr11	-	71861029	71949391 88362
Zfp667	NM_001024928	chr7	+	6238189	6259485 21296
D11Bwg0517e	NM_001024931	chr11	-	118351073	118770886 419813
D11Bwg0517e	NM_001039167	chr11	-	118351073	118770886 419813
D11Bwg0517e	NM_001039168	chr11	-	118351073	118770886 419813
Pilrb2	NM_001024932	chr5	-	138307056	138312986 5930
Zfp563	NM_001024950	chr17	+	33226304	33247649 21345
Rc3h1	NM_001024952	chr1	+	162836553	162905107 68554
Pbx4	NM_001024954	chr8	+	72356602	72396191 39589
Pik3r1	NM_001024955	chr13	-	102450717	102462602 11885
Lrig2	NM_001025067	chr3	-	104257905	104315810 57905
Ntrk2	NM_001025074	chr13	+	58909193	59231328 322135
Rhox12	NM_001025083	chrX	-	35457238	35464084 6846
Rhox1	NM_001025084	chrX	-	34753799	34762253 8454
EG545013	NM_001025085	chr14	-	8156501	8164909 8408
Rhox7	NM_001025086	chrX	+	35184862	35194348 9486
Atf2	NM_001025093	chr2	-	73654578	73730657 76079
Atf2	NM_009715	chr2	-	73654578	73730657 76079
2700007P21Rik	NM_001025102	chr2	-	106802685	106814562 11877
Efcab4a	NM_001025103	chr7	+	148647040	148652512 5472
Tmem201	NM_001025106	chr4	-	149089492	149112143 22651
Ccdc93	NM_001025156	chr1	+	123327652	123403037 75385
Ccdc93	NM_029955	chr1	+	123327652	123403037 75385
Zfp78	NM_001025163	chr7	+	6316077	6335315 19238
Zfp78	NM_001112805	chr7	+	6316077	6335315 19238
Zfp78	NM_177888	chr7	+	6316077	6335315 19238
Cxadr	NM_001025192	chr16	+	78301935	78340996 39061
LOC547349	NM_001025208	chr17	+	35402723	35462354 59631
EG384813	NM_001025240	chr8	-	44710328	44712539 2211
Mbp	NM_001025245	chr18	+	82644514	82728095 83581
Trp53i11	NM_001025246	chr2	+	93027722	93041914 14192
Vegfa	NM_001025250	chr17	-	46153942	46169326 15384
Vegfa	NM_009505	chr17	-	46153942	46169326 15384
Vegfa	NM_001025257	chr17	-	46153942	46169326 15384
Mbp	NM_001025251	chr18	+	82723854	82755029 31175
Mbp	NM_001025256	chr18	+	82723854	82755029 31175
Mbp	NM_001025259	chr18	+	82723854	82755029 31175
Mbp	NM_001025258	chr18	+	82723854	82755029 31175
Mbp	NM_001025255	chr18	+	82723854	82755029 31175
Mbp	NM_001025254	chr18	+	82723899	82755029 31130
Tpd52	NM_001025261	chr3	-	8929435	8964054 34619
Tpd52	NM_001025262	chr3	-	8929435	8964054 34619
Tpd52	NM_001025263	chr3	-	8929435	9004491 75056
Tpd52	NM_001025264	chr3	-	8929435	9004491 75056
Tpd52	NM_009412	chr3	-	8929435	9004491 75056
Nkain2	NM_001025286	chr10	-	31670384	32609654 939270
Dffa	NM_001025296	chr4	+	148478261	148494759 16498
Tcfap2b	NM_001025305	chr1	+	19202134	19228815 26681
Stx3	NM_001025307	chr19	-	11849607	11893893 44286
Pja2	NM_001025309	chr17	-	64630354	64681202 50848
Pja2	NM_144859	chr17	-	64630354	64681202 50848
St6galnac6	NM_001025310	chr2	+	32462546	32476324 13778
St6galnac6	NM_016973	chr2	+	32462546	32476324 13778
St6galnac6	NM_001025311	chr2	+	32455228	32476324 21096
Dclre1b	NM_001025312	chr3	-	103604527	103613259 8732
Dclre1b	NM_133865	chr3	-	103604527	103613259 8732
Tapbp	NM_001025313	chr17	+	34056438	34066235 9797
Tapbp	NM_009318	chr17	+	34056438	34066235 9797
EG574081	NM_001025351	chr8	+	19239915	19242143 2228
Klc1	NM_001025360	chr12	+	112997059	113044986 47927
Klc1	NM_001081959	chr12	+	112997059	113044986 47927
Rtn2	NM_001025364	chr7	+	19876458	19881508 5050
D4Wsu114e	NM_001025365	chr4	-	147234899	147242587 7688
Serinc4	NM_001025371	chr2	-	121276912	121282500 5588
4930432O21Rik	NM_001025373	chr17	+	22099525	22131333 31808
Wdr61	NM_001025375	chr9	-	54564961	54582301 17340
Wdr61	NM_001025376	chr9	-	54564961	54582317 17356
Arhgap15	NM_001025377	chr2	+	43604346	43747293 142947
Orc2l	NM_001025378	chr1	-	58521047	58558260 37213
Sema3g	NM_001025379	chr14	+	32031058	32042697 11639
Adam39	NM_001025380	chr8	+	41908362	41912215 3853
Gpr17	NM_001025381	chr18	-	32102667	32109290 6623
EG574403	NM_001025382	chr11	+	34214821	34322640 107819
OTTMUSG00000017677	NM_001025383	chrX	+	70368454	70374599 6145
DXBay18	NM_001025384	chrX	+	70362385	70374599 12214
Tas2r137	NM_001025385	chr6	+	40441281	40442238 957
Brd2	NM_001025387	chr17	-	34248963	34257328 8365
EG433182	NM_001025388	chr18	+	48204988	48208037 3049
Bclaf1	NM_001025392	chr10	+	20032275	20062307 30032
Bclaf1	NM_001025393	chr10	+	20032275	20062307 30032
Bclaf1	NM_153787	chr10	+	20032275	20062307 30032
Depdc5	NM_001025426	chr5	+	33206369	33334209 127840
Spag9	NM_001025428	chr11	+	93905518	93987396 81878
Spag9	NM_001025429	chr11	+	93905518	93987396 81878
Spag9	NM_001025430	chr11	+	93905518	93987396 81878
Btbd3	NM_001025431	chr2	+	138082411	138113158 30747
Crebbp	NM_001025432	chr16	-	4084047	4213404 129357
BC053393	NM_001025435	chr11	+	46385035	46402734 17699
Camk2d	NM_001025439	chr3	+	126299923	126547972 248049
Camk2d	NM_023813	chr3	+	126299923	126547972 248049
Camk2d	NM_001025438	chr3	+	126299923	126547972 248049
Aptx	NM_001025444	chr4	-	40629110	40650178 21068
Sox6	NM_001025559	chr7	-	122614857	123182258 567401
Sox6	NM_001025560	chr7	-	122614857	123174562 559705
Pus1	NM_001025562	chr5	-	111202685	111209634 6949
Lhx9	NM_001025565	chr1	-	140721762	140739021 17259
Chka	NM_001025566	chr19	+	3851772	3867549 15777
Pde1c	NM_001025568	chr6	-	56053076	56312305 259229
Prrx1	NM_001025570	chr1	-	165185407	165243781 58374
Sh2d2a	NM_001025571	chr3	+	87650932	87659644 8712
Ankrd12	NM_001025572	chr17	-	66316840	66426384 109544
2010107G12Rik	NM_001025573	chr6	-	34895294	34928085 32791
5430413K10Rik	NM_001025574	chr2	+	154132979	154146378 13399
BC026782	NM_001025575	chr1	-	141706868	141755210 48342
2610301F02Rik	NM_001025576	chr2	-	76883027	77008684 125657
Maf	NM_001025577	chr8	-	118227152	118230794 3642
Kcnc2	NM_001025581	chr10	+	111708178	111903360 195182
Tmem77	NM_001025582	chr3	+	106350798	106377763 26965
Tmem77	NM_026013	chr3	+	106350798	106377763 26965
Kcnj6	NM_001025584	chr16	-	94970289	95219303 249014
Kcnj6	NM_001025585	chr16	-	95053336	95219303 165967
Nr2c2ap	NM_001025586	chr8	+	72655253	72657647 2394
Nr2c2ap	NM_001025587	chr8	+	72655253	72657647 2394
Rfxank	NM_001025589	chr8	-	72654704	72663137 8433
Rfxank	NM_011266	chr8	-	72654704	72663137 8433
Kcnj6	NM_001025590	chr16	-	95044138	95078337 34199
Zbtb43	NM_001025594	chr2	-	33305807	33324031 18224
Zbtb43	NM_027947	chr2	-	33305807	33324031 18224
Ikzf1	NM_001025597	chr11	+	11586215	11672929 86714
Ikzf1	NM_009578	chr11	+	11586215	11672929 86714
Trim26	NM_001025599	chr17	+	36974123	36996325 22202
Cadm1	NM_001025600	chr9	+	47338435	47661468 323033
Cadm1	NM_018770	chr9	+	47338435	47661468 323033
Cadm1	NM_207676	chr9	+	47338435	47661468 323033
Cadm1	NM_207675	chr9	+	47338435	47661468 323033
Il1rl1	NM_001025602	chr1	+	40497472	40522259 24787
Gm527	NM_001025605	chr12	+	66018897	66025578 6681
Tmem171	NM_001025606	chr13	-	99456192	99464844 8652
EG382275	NM_001025607	chrX	-	25455339	25478167 22828
D4Ertd22e	NM_001025608	chr4	-	140668929	140695660 26731
D4Ertd22e	NM_174996	chr4	-	140668929	140695660 26731
Ms4a7	NM_001025610	chr19	-	11395902	11410606 14704
Snx22	NM_001025612	chr9	-	65912982	65917530 4548
Otud7b	NM_001025613	chr3	+	95908501	95965052 56551
Otud7b	NM_001025614	chr3	+	95908501	95965052 56551
Cant1	NM_001025617	chr11	-	118267602	118280366 12764
Cant1	NM_001025618	chr11	-	118267602	118280366 12764
Cant1	NM_029502	chr11	-	118267602	118280366 12764
Cdc6	NM_001025779	chr11	+	98769174	98785256 16082
Dnajc19	NM_001026211	chr3	-	33956679	33980248 23569
Ensa	NM_001026212	chr3	+	95428901	95434415 5514
Entpd5	NM_001026214	chr12	-	85714806	85749979 35173
Entpd5	NM_007647	chr12	-	85714806	85749979 35173
Npnt	NM_001029836	chr3	-	132545658	132613173 67515
Npnt	NM_033525	chr3	-	132545658	132613173 67515
Pik3cd	NM_001029837	chr4	-	149023276	149075706 52430
Pknox2	NM_001029838	chr9	-	36698566	36954851 256285
Sla	NM_001029841	chr15	-	66612438	66663391 50953
Slc16a6	NM_001029842	chr11	-	109312169	109334910 22741
Magi1	NM_001029850	chr6	-	93625448	94233898 608450
Magi1	NM_010367	chr6	-	93625448	94233898 608450
Psme2	NM_001029855	chr14	-	56206276	56209938 3662
Atad5	NM_001029856	chr11	+	79902943	79949293 46350
Ugt2b36	NM_001029867	chr5	-	87494951	87521580 26629
Pdzd4	NM_001029868	chrX	-	71038695	71070308 31613
Itgad	NM_001029872	chr7	+	135317480	135349011 31531
Unc13a	NM_001029873	chr8	-	74153321	74195546 42225
Urb2	NM_001029876	chr8	+	126547372	126572404 25032
Nova2	NM_001029877	chr7	+	19510781	19544149 33368
Lonrf2	NM_001029878	chr1	-	38851353	38878060 26707
Gm608	NM_001029889	chr16	+	44173493	44227578 54085
Mex3a	NM_001029890	chr3	+	88340043	88345300 5257
Psg26	NM_001029893	chr7	-	19059930	19069498 9568
Ate1	NM_001029895	chr7	-	137538071	137663475 125404
Zswim5	NM_001029912	chr4	+	116550006	116661710 111704
Zmynd15	NM_001029929	chr11	+	70273123	70279701 6578
ENSMUSG00000068790	NM_001029930	chr14	-	5468642	5613745 145103
Zfp114	NM_001029933	chr7	+	24960063	24967337 7274
Usp32	NM_001029934	chr11	-	84797989	84953392 155403
Trim38	NM_001029935	chr13	+	23874440	23883364 8924
Specc1	NM_001029936	chr11	+	61890575	62036515 145940
Sec14l3	NM_001029937	chr11	+	3964843	3976617 11774
Rilp	NM_001029938	chr11	+	75323524	75326668 3144
EG214403	NM_001029977	chr1	-	141594671	141677745 83074
Tceal3	NM_001029978	chrX	+	133200913	133202916 2003
Safb2	NM_001029979	chr17	-	56702364	56723973 21609
