genename	geneID	chr	strand	start	stop
Tmem151b	NM_001013749	chr17	-	45678900	45686642
Gm597	NM_001013750	chr1	-	28832966	28837097
Gm52	NM_001013751	chr5	-	135034109	135035963
Pcdh17	NM_001013753	chr14	+	84845480	84934001
5730409E04Rik	NM_001013755	chr4	+	126287109	126290718
Grhl3	NM_001013756	chr4	-	135097802	135129535
Vwde	NM_001013757	chr6	-	13135609	13175056
Lingo3	NM_001013758	chr10	-	80295547	80306775
Gas2l2	NM_001013759	chr11	-	83235403	83242957
EG238829	NM_001013760	chrX	+	73509644	73513012
Gm606	NM_001013761	chr16	-	26957320	26990060
EG240549	NM_001013762	chr19	+	12674577	12702104
EG244595	NM_001013764	chr8	-	95544113	95572091
Zscan4c	NM_001013765	chr7	+	11591093	11595896
Samd3	NM_001013766	chr10	+	25949512	25980610
Capn11	NM_001013767	chr17	-	45767152	45796258
Rsl1	NM_001013769	chr13	+	67274117	67284434
AI747699	NM_001013770	chr19	-	33629770	33664801
Gm973	NM_001013771	chr1	+	59573107	59691353
BC055004	NM_001013773	chr5	+	138667131	138693103
AW146299	NM_001013774	chr5	-	145744612	145770505
EG382106	NM_001013776	chr9	-	109503629	109528562
Zfp488	NM_001013777	chr14	-	34780255	34791993
Fam18a	NM_001013778	chr16	-	10420651	10447351
Aim2	NM_001013779	chr1	+	175350715	175396167
Slc25a34	NM_001013780	chr4	-	141174739	141179749
OTTMUSG00000005491	NM_001013783	chr11	+	46218231	46221484
E130309D14Rik	NM_001013784	chr11	+	74433106	74455018
Akr1c19	NM_001013785	chr13	+	4232985	4247604
Zfp187	NM_001013786	chr13	-	21534043	21545560
EG432743	NM_001013788	chr13	+	31066041	31068117
Fam105b	NM_001013792	chr15	-	27535675	27560436
AA388235	NM_001013793	chr17	+	34118436	34122303
Spink6	NM_001013797	chr18	+	44231046	44243264
A530098C11Rik	NM_001013799	chr1	-	44066252	44076851
Macrod2	NM_001013802	chr2	+	140221165	142215786
Flg2	NM_001013804	chr3	+	93001194	93025298
Ankrd13c	NM_001013806	chr3	+	157610429	157669801
EG434171	NM_001013810	chr7	-	39303157	39313212
Fam169b	NM_001013811	chr7	+	75418724	75507976
Maml2	NM_001013813	chr9	+	13424432	13513977
Amt	NM_001013814	chr9	+	108199253	108203928
EG434459	NM_001013816	chr14	+	52172378	52282628
Sp140	NM_001013817	chr1	+	87497277	87541611
EG434674	NM_001013820	chr19	-	8136698	8206472
EG435337	NM_001013824	chr12	-	89509079	89512941
Dupd1	NM_001013826	chr14	-	22495793	22533798
Shf	NM_001013829	chr2	-	122174627	122194654
Prkg1	NM_001013833	chr19	-	30642040	31839523
Ptprd	NM_001014288	chr4	-	75587142	75779380
Dyrk2	NM_001014390	chr10	-	118296404	118305959
Gpr113	NM_001014394	chr5	-	30519970	30532262
EG382156	NM_001014395	chr9	-	109280924	109306810
OTTMUSG00000010673	NM_001014397	chr4	+	146927415	146959304
Trcg1	NM_001014398	chr9	+	57084362	57097671
Abi3bp	NM_001014399	chr16	+	56478012	56689430
Abi3bp	NM_001014424	chr16	+	56478012	56689430
Abi3bp	NM_001014422	chr16	+	56478012	56689430
Abi3bp	NM_178790	chr16	+	56478012	56689430
Abi3bp	NM_001014423	chr16	+	56478012	56689430
Scn2b	NM_001014761	chr9	+	44925958	44938153
4930404N11Rik	NM_001014836	chr10	-	80826768	80828492
Zmynd12	NM_001014900	chr4	+	119095477	119126504
Snx13	NM_001014973	chr12	+	35731907	35830055
Ttll4	NM_001014974	chr1	+	74708320	74744547
Espl1	NM_001014976	chr15	+	102126743	102154787
1110013L07Rik	NM_001014995	chr3	+	88987109	88993211
Cenpj	NM_001014996	chr14	-	57145597	57190651
Gm156	NM_001014997	chr6	-	129716664	129725867
Zfyve28	NM_001015039	chr5	-	34537542	34630973
Garnl4	NM_001015046	chr11	-	74196984	74403660
6030408C04Rik	NM_001015099	chr12	+	52449312	52474758
Vprbp	NM_001015507	chr9	+	106724320	106782760
E130308A19Rik	NM_001015681	chr4	+	59639278	59767175
Tyw1	NM_001015876	chr5	+	130732936	130817027
Taf9	NM_001015889	chr13	+	101421580	101426015
Arid3c	NM_001017362	chr4	-	41670867	41678174
1700021K02Rik	NM_001017409	chr10	+	60638009	60643428
1700021K02Rik	NM_001017407	chr10	+	60638009	60643428
1700021K02Rik	NM_023064	chr10	+	60638009	60643428
1700021K02Rik	NM_001017419	chr10	+	60634711	60651589
1700021K02Rik	NM_001017433	chr10	+	60634711	60651589
Jmjd3	NM_001017426	chr11	-	69212019	69227177
Rasef	NM_001017427	chr4	-	73360482	73436506
Cox17	NM_001017429	chr16	+	38347117	38352849
1700021K02Rik	NM_001017441	chr10	+	60634711	60643428
Btbd11	NM_001017525	chr10	+	85061155	85123037
Lamp2	NM_001017959	chrX	-	35758240	35809632
Ddi2	NM_001017966	chr4	-	141239477	141279359
Zdhhc18	NM_001017968	chr4	-	133162906	133189344
Foxred2	NM_001017983	chr15	-	77770955	77787065
C2cd3	NM_001017985	chr7	+	107520742	107618668
Izumo1	NM_001018013	chr7	+	52877180	52882612
Grxcr1	NM_001018019	chr5	+	68423073	68557637
Gm414	NM_001018031	chr3	+	69811534	69832626
Sp3	NM_001018042	chr2	-	72774489	72818503
Cxx1b	NM_001018063	chrX	-	50972353	50973585
Lce3f	NM_001018079	chr3	+	92796147	92797348
Ldoc1	NM_001018087	chrX	+	58962790	58964125
Trim15	NM_001024134	chr17	-	36997635	37004132
Kbtbd7	NM_001024135	chr14	+	79826303	79830845
Anks6	NM_001024136	chr4	-	47028560	47070178
Pla2g4d	NM_001024137	chr2	-	120091604	120114805
Gpr139	NM_001024138	chr7	-	126287836	126327888
Adamts15	NM_001024139	chr9	-	30706739	30730037
Nxf3	NM_001024141	chrX	-	132606637	132619794
Pla2g4f	NM_001024145	chr2	-	120125701	120139901
EG545758	NM_001024147	chr5	-	72972877	72978789
Ugt2a2	NM_001024148	chr5	-	87888517	87911283
Nufip2	NM_001024205	chr11	+	77499674	77531468
Trappc1	NM_001024206	chr11	+	69137471	69139295
EG432555	NM_001024230	chr11	-	48700923	48715654
Crls1	NM_001024385	chr2	+	132672438	132692504
Bcat1	NM_001024468	chr6	-	144942355	144997332
Diras2	NM_001024474	chr13	-	52599743	52626149
1110049B09Rik	NM_001024478	chr12	-	33718660	33777740
Dcun1d2	NM_001024504	chr8	-	13255962	13288126
Dcun1d2	NM_001042649	chr8	-	13255962	13288126
Dcun1d2	NM_001042650	chr8	-	13255962	13288126
Dcun1d2	NM_001042651	chr8	-	13255962	13288126
Brd9	NM_001024508	chr13	+	74075258	74098343
Fam149b	NM_001024512	chr14	+	21167443	21202713
Larp4	NM_001024526	chr15	+	99803285	99846789
Shc2	NM_001024539	chr10	-	79080682	79100663
Snx32	NM_001024560	chr19	-	5495277	5510489
AW555464	NM_001024602	chr12	+	113960402	113984802
Ankrd28	NM_001024604	chr14	-	32513200	32643601
4833426J09Rik	NM_001024606	chr8	+	107115341	107120749
1700007G11Rik	NM_001024614	chr5	+	98758322	99231038
B230208H17Rik	NM_001024616	chr2	-	25438537	25463976
Inpp4b	NM_001024617	chr8	+	84239098	84646460
Xirp2	NM_001024618	chr2	+	67284058	67364663
Tsku	NM_001024619	chr7	-	105499377	105509785
Pcnp	NM_001024622	chr16	-	56015620	56029830
Cdkl5	NM_001024624	chrX	-	157222239	157432584
BC062115	NM_001024626	chr10	+	81510878	81524331
Lrrc16b	NM_001024645	chr14	+	56109929	56127101
LOC554292	NM_001024672	chr15	+	100183630	100214866
Il28a	NM_001024673	chr7	-	29293879	29295379
Cpa2	NM_001024698	chr6	+	30491641	30514473
Zbtb45	NM_001024699	chr7	-	13591014	13595149
C1ql4	NM_001024702	chr15	-	98915184	98918191
Mctp2	NM_001024703	chr7	-	79222715	79451474
Prpmp5	NM_001024705	chr6	-	132261607	132264761
EG432825	NM_001024706	chr14	-	20413359	20421809
Lrp3	NM_001024707	chr7	-	35985952	36000364
EG544710	NM_001024709	chr10	+	77298691	77299996
LOC544988	NM_001024712	chr14	-	5356913	6240676
Cma2	NM_001024714	chr14	+	56590264	56592832
Triobp	NM_001024716	chr15	+	78813485	78836294
Gal3st3	NM_001024717	chr19	+	5298340	5308739
Cyp2c67	NM_001024719	chr19	-	39683348	39723532
Hmcn1	NM_001024720	chr1	-	152409631	152840565
BC094916	NM_001024721	chr1	-	175451441	175466088
Zfp607	NM_001024726	chr7	+	28645654	28665844
EG545952	NM_001024727	chr7	-	46511993	46519904
C330021F23Rik	NM_001024728	chr8	+	3568001	3584776
Cebpz	NM_001024806	chr17	-	79318342	79336390
Gm128	NM_001024841	chr3	-	95040841	95044972
Hoxc11	NM_001024842	chr15	+	102784956	102787132
Zfp62	NM_001024846	chr11	+	49017040	49032318
Zfp62	NM_009562	chr11	+	49017040	49032318
Apol7b	NM_001024848	chr15	-	77252638	77277890
Apol7b,Apol7e	NM_001024848	chr15	+	77529318	77549718
Apol7b,Apol7e	NM_001134802	chr15	+	77529318	77549718
Rhox10	NM_001024850	chrX	+	35419651	35424865
Ankrd34a	NM_001024851	chr3	+	96400558	96403701
Ttbk2	NM_001024856	chr2	-	120558551	120676114
Ttbk2	NM_001024857	chr2	-	120558551	120676114
Sept10	NM_001024910	chr10	-	58604374	58684513
Sept10	NM_001024911	chr10	-	58626867	58684231
N4bp2	NM_001024917	chr5	+	66154803	66218023
Rfx4	NM_001024918	chr10	+	84218792	84369281
2310022M17Rik	NM_001024919	chr11	-	31565149	31571862
Trp53i13	NM_001024920	chr11	-	77321600	77326871
Ddx49	NM_001024922	chr8	-	72816764	72826345
Cyb5d2	NM_001024926	chr11	-	72590733	72609320
Pitpnm3	NM_001024927	chr11	-	71861029	71949391
Pitpnm3	NM_001081641	chr11	-	71861029	71949391
Zfp667	NM_001024928	chr7	+	6238189	6259485
D11Bwg0517e	NM_001024931	chr11	-	118351073	118770886
D11Bwg0517e	NM_001039167	chr11	-	118351073	118770886
D11Bwg0517e	NM_001039168	chr11	-	118351073	118770886
Pilrb2	NM_001024932	chr5	-	138307056	138312986
Zfp563	NM_001024950	chr17	+	33226304	33247649
Rc3h1	NM_001024952	chr1	+	162836553	162905107
Pbx4	NM_001024954	chr8	+	72356602	72396191
Pik3r1	NM_001024955	chr13	-	102450717	102462602
Lrig2	NM_001025067	chr3	-	104257905	104315810
Ntrk2	NM_001025074	chr13	+	58909193	59231328
Rhox12	NM_001025083	chrX	-	35457238	35464084
Rhox1	NM_001025084	chrX	-	34753799	34762253
EG545013	NM_001025085	chr14	-	8156501	8164909
Rhox7	NM_001025086	chrX	+	35184862	35194348
Atf2	NM_001025093	chr2	-	73654578	73730657
Atf2	NM_009715	chr2	-	73654578	73730657
2700007P21Rik	NM_001025102	chr2	-	106802685	106814562
Efcab4a	NM_001025103	chr7	+	148647040	148652512
Tmem201	NM_001025106	chr4	-	149089492	149112143
Ccdc93	NM_001025156	chr1	+	123327652	123403037
Ccdc93	NM_029955	chr1	+	123327652	123403037
Zfp78	NM_001025163	chr7	+	6316077	6335315
Zfp78	NM_001112805	chr7	+	6316077	6335315
Zfp78	NM_177888	chr7	+	6316077	6335315
Cxadr	NM_001025192	chr16	+	78301935	78340996
LOC547349	NM_001025208	chr17	+	35402723	35462354
EG384813	NM_001025240	chr8	-	44710328	44712539
Mbp	NM_001025245	chr18	+	82644514	82728095
Trp53i11	NM_001025246	chr2	+	93027722	93041914
Vegfa	NM_001025250	chr17	-	46153942	46169326
Vegfa	NM_009505	chr17	-	46153942	46169326
Vegfa	NM_001025257	chr17	-	46153942	46169326
Mbp	NM_001025251	chr18	+	82723854	82755029
Mbp	NM_001025256	chr18	+	82723854	82755029
Mbp	NM_001025259	chr18	+	82723854	82755029
Mbp	NM_001025258	chr18	+	82723854	82755029
Mbp	NM_001025255	chr18	+	82723854	82755029
Mbp	NM_001025254	chr18	+	82723899	82755029
Tpd52	NM_001025261	chr3	-	8929435	8964054
Tpd52	NM_001025262	chr3	-	8929435	8964054
Tpd52	NM_001025263	chr3	-	8929435	9004491
Tpd52	NM_001025264	chr3	-	8929435	9004491
Tpd52	NM_009412	chr3	-	8929435	9004491
Nkain2	NM_001025286	chr10	-	31670384	32609654
Dffa	NM_001025296	chr4	+	148478261	148494759
Tcfap2b	NM_001025305	chr1	+	19202134	19228815
Stx3	NM_001025307	chr19	-	11849607	11893893
Pja2	NM_001025309	chr17	-	64630354	64681202
Pja2	NM_144859	chr17	-	64630354	64681202
St6galnac6	NM_001025310	chr2	+	32462546	32476324
St6galnac6	NM_016973	chr2	+	32462546	32476324
St6galnac6	NM_001025311	chr2	+	32455228	32476324
Dclre1b	NM_001025312	chr3	-	103604527	103613259
Dclre1b	NM_133865	chr3	-	103604527	103613259
Tapbp	NM_001025313	chr17	+	34056438	34066235
Tapbp	NM_009318	chr17	+	34056438	34066235
EG574081	NM_001025351	chr8	+	19239915	19242143
Klc1	NM_001025360	chr12	+	112997059	113044986
Klc1	NM_001081959	chr12	+	112997059	113044986
Rtn2	NM_001025364	chr7	+	19876458	19881508
D4Wsu114e	NM_001025365	chr4	-	147234899	147242587
Serinc4	NM_001025371	chr2	-	121276912	121282500
4930432O21Rik	NM_001025373	chr17	+	22099525	22131333
Wdr61	NM_001025375	chr9	-	54564961	54582301
Wdr61	NM_001025376	chr9	-	54564961	54582317
Arhgap15	NM_001025377	chr2	+	43604346	43747293
Orc2l	NM_001025378	chr1	-	58521047	58558260
Sema3g	NM_001025379	chr14	+	32031058	32042697
Adam39	NM_001025380	chr8	+	41908362	41912215
Gpr17	NM_001025381	chr18	-	32102667	32109290
EG574403	NM_001025382	chr11	+	34214821	34322640
OTTMUSG00000017677	NM_001025383	chrX	+	70368454	70374599
DXBay18	NM_001025384	chrX	+	70362385	70374599
Tas2r137	NM_001025385	chr6	+	40441281	40442238
Brd2	NM_001025387	chr17	-	34248963	34257328
EG433182	NM_001025388	chr18	+	48204988	48208037
Bclaf1	NM_001025392	chr10	+	20032275	20062307
Bclaf1	NM_001025393	chr10	+	20032275	20062307
Bclaf1	NM_153787	chr10	+	20032275	20062307
Depdc5	NM_001025426	chr5	+	33206369	33334209
Spag9	NM_001025428	chr11	+	93905518	93987396
Spag9	NM_001025429	chr11	+	93905518	93987396
Spag9	NM_001025430	chr11	+	93905518	93987396
Btbd3	NM_001025431	chr2	+	138082411	138113158
Crebbp	NM_001025432	chr16	-	4084047	4213404
BC053393	NM_001025435	chr11	+	46385035	46402734
Camk2d	NM_001025439	chr3	+	126299923	126547972
Camk2d	NM_023813	chr3	+	126299923	126547972
Camk2d	NM_001025438	chr3	+	126299923	126547972
Aptx	NM_001025444	chr4	-	40629110	40650178
Sox6	NM_001025559	chr7	-	122614857	123182258
Sox6	NM_001025560	chr7	-	122614857	123174562
Pus1	NM_001025562	chr5	-	111202685	111209634
Lhx9	NM_001025565	chr1	-	140721762	140739021
Chka	NM_001025566	chr19	+	3851772	3867549
Pde1c	NM_001025568	chr6	-	56053076	56312305
Prrx1	NM_001025570	chr1	-	165185407	165243781
Sh2d2a	NM_001025571	chr3	+	87650932	87659644
Ankrd12	NM_001025572	chr17	-	66316840	66426384
2010107G12Rik	NM_001025573	chr6	-	34895294	34928085
5430413K10Rik	NM_001025574	chr2	+	154132979	154146378
BC026782	NM_001025575	chr1	-	141706868	141755210
2610301F02Rik	NM_001025576	chr2	-	76883027	77008684
Maf	NM_001025577	chr8	-	118227152	118230794
Kcnc2	NM_001025581	chr10	+	111708178	111903360
Tmem77	NM_001025582	chr3	+	106350798	106377763
Tmem77	NM_026013	chr3	+	106350798	106377763
Kcnj6	NM_001025584	chr16	-	94970289	95219303
Kcnj6	NM_001025585	chr16	-	95053336	95219303
Nr2c2ap	NM_001025586	chr8	+	72655253	72657647
Nr2c2ap	NM_001025587	chr8	+	72655253	72657647
Rfxank	NM_001025589	chr8	-	72654704	72663137
Rfxank	NM_011266	chr8	-	72654704	72663137
Kcnj6	NM_001025590	chr16	-	95044138	95078337
Zbtb43	NM_001025594	chr2	-	33305807	33324031
Zbtb43	NM_027947	chr2	-	33305807	33324031
Ikzf1	NM_001025597	chr11	+	11586215	11672929
Ikzf1	NM_009578	chr11	+	11586215	11672929
Trim26	NM_001025599	chr17	+	36974123	36996325
Cadm1	NM_001025600	chr9	+	47338435	47661468
Cadm1	NM_018770	chr9	+	47338435	47661468
Cadm1	NM_207676	chr9	+	47338435	47661468
Cadm1	NM_207675	chr9	+	47338435	47661468
Il1rl1	NM_001025602	chr1	+	40497472	40522259
Gm527	NM_001025605	chr12	+	66018897	66025578
Tmem171	NM_001025606	chr13	-	99456192	99464844
EG382275	NM_001025607	chrX	-	25455339	25478167
D4Ertd22e	NM_001025608	chr4	-	140668929	140695660
D4Ertd22e	NM_174996	chr4	-	140668929	140695660
Ms4a7	NM_001025610	chr19	-	11395902	11410606
Snx22	NM_001025612	chr9	-	65912982	65917530
Otud7b	NM_001025613	chr3	+	95908501	95965052
Otud7b	NM_001025614	chr3	+	95908501	95965052
Cant1	NM_001025617	chr11	-	118267602	118280366
Cant1	NM_001025618	chr11	-	118267602	118280366
Cant1	NM_029502	chr11	-	118267602	118280366
Cdc6	NM_001025779	chr11	+	98769174	98785256
Dnajc19	NM_001026211	chr3	-	33956679	33980248
Ensa	NM_001026212	chr3	+	95428901	95434415
Entpd5	NM_001026214	chr12	-	85714806	85749979
Entpd5	NM_007647	chr12	-	85714806	85749979
Npnt	NM_001029836	chr3	-	132545658	132613173
Npnt	NM_033525	chr3	-	132545658	132613173
Pik3cd	NM_001029837	chr4	-	149023276	149075706
Pknox2	NM_001029838	chr9	-	36698566	36954851
Sla	NM_001029841	chr15	-	66612438	66663391
Slc16a6	NM_001029842	chr11	-	109312169	109334910
Magi1	NM_001029850	chr6	-	93625448	94233898
Magi1	NM_010367	chr6	-	93625448	94233898
Psme2	NM_001029855	chr14	-	56206276	56209938
Atad5	NM_001029856	chr11	+	79902943	79949293
Ugt2b36	NM_001029867	chr5	-	87494951	87521580
Pdzd4	NM_001029868	chrX	-	71038695	71070308
Itgad	NM_001029872	chr7	+	135317480	135349011
Unc13a	NM_001029873	chr8	-	74153321	74195546
Urb2	NM_001029876	chr8	+	126547372	126572404
Nova2	NM_001029877	chr7	+	19510781	19544149
Lonrf2	NM_001029878	chr1	-	38851353	38878060
Gm608	NM_001029889	chr16	+	44173493	44227578
Mex3a	NM_001029890	chr3	+	88340043	88345300
Psg26	NM_001029893	chr7	-	19059930	19069498
Ate1	NM_001029895	chr7	-	137538071	137663475
Zswim5	NM_001029912	chr4	+	116550006	116661710
Zmynd15	NM_001029929	chr11	+	70273123	70279701
ENSMUSG00000068790	NM_001029930	chr14	-	5468642	5613745
Zfp114	NM_001029933	chr7	+	24960063	24967337
Usp32	NM_001029934	chr11	-	84797989	84953392
Trim38	NM_001029935	chr13	+	23874440	23883364
Specc1	NM_001029936	chr11	+	61890575	62036515
Sec14l3	NM_001029937	chr11	+	3964843	3976617
Rilp	NM_001029938	chr11	+	75323524	75326668
EG214403	NM_001029977	chr1	-	141594671	141677745
Tceal3	NM_001029978	chrX	+	133200913	133202916
Safb2	NM_001029979	chr17	-	56702364	56723973
Sec23ip	NM_001029982	chr7	+	135888511	135927301
Man1b1	NM_001029983	chr2	+	25188258	25207732
Fcrlb	NM_001029984	chr1	-	172837403	172843072
Crim2	NM_001029985	chr6	-	29432035	29457934
Doxl2	NM_001029987	chr6	+	48925141	48928744
Fat2	NM_001029988	chr11	-	55064111	55125759
Mett11d1	NM_001029990	chr14	+	52504516	52511543
Zc3h18	NM_001029993	chr8	+	124900602	124941260
Zc3h18	NM_001029994	chr8	+	124900602	124941260
Mcat	NM_001030014	chr15	-	83377226	83386118
Ndufs5	NM_001030274	chr4	-	123389952	123395384
Mmp27	NM_001030289	chr9	+	7571457	7581393
Rdh8	NM_001030290	chr9	+	20622947	20630607
Enpp7	NM_001030291	chr11	+	118849501	118854155
Kcnk15	NM_001030292	chr2	+	163679485	163684610
Olfm4	NM_001030294	chr14	+	80400108	80421737
Prr7	NM_001030296	chr13	+	55565695	55574513
Tmprss11c	NM_001030297	chr5	-	86660505	86718333
Pmp2	NM_001030305	chr3	-	10179850	10183885
BC037112	NM_001030306	chr5	+	34763499	34829105
Dkc1	NM_001030307	chrX	+	72341254	72355109
H2-Tw3	NM_001030310	chr17	-	36323520	36327067
Stxbp3b	NM_001030317	chr19	-	9632095	9633738
Abca17	NM_001031621	chr17	-	24401223	24484197
AU018829	NM_001031622	chr5	+	95294551	95306417
Nudt10	NM_001031664	chrX	-	5745814	5750109
Gsk3a	NM_001031667	chr7	-	26013277	26022897
Lin28b	NM_001031772	chr10	-	45096438	45190061
Mrpl41	NM_001031808	chr2	-	24827989	24830544
Kcnh8	NM_001031811	chr17	+	52742087	53044544
2610207I05Rik	NM_001031814	chr7	-	125274825	125387158
Agxt2	NM_001031851	chr15	+	10288333	10339493
Pear1	NM_001032413	chr3	-	87553018	87572875
Pear1	NM_001032414	chr3	-	87553018	87572875
Pear1	NM_028460	chr3	-	87553018	87572875
Pear1	NM_152799	chr3	-	87553018	87572875
5730410E15Rik	NM_001032727	chr15	-	44503402	44619609
5730410E15Rik	NM_176998	chr15	-	44503402	44619609
Klhdc9	NM_001033039	chr1	-	173288579	173290951
Gm166	NM_001033040	chr7	-	134726601	134732086
Acmsd	NM_001033041	chr1	+	129625989	129664141
AI595366	NM_001033042	chr13	-	74497029	74501448
Rnf17	NM_001033043	chr14	+	57021528	57143868
Cd69	NM_001033122	chr6	-	129217342	129225387
Ntrk1	NM_001033124	chr3	-	87582165	87599084
Bbs1	NM_001033128	chr19	-	4889157	4906653
Krtdap	NM_001033131	chr7	+	31572923	31576102
Commd6	NM_001033132	chr14	-	102032983	102039662
2610002J02Rik	NM_001033134	chr4	+	154624098	154630792
Rnf149	NM_001033135	chr1	-	39608145	39634197
1200015F23Rik	NM_001033136	chr2	-	118962736	118982695
AI846148	NM_001033139	chr19	-	7432179	7457316
1110006O17Rik	NM_001033141	chr18	-	35872742	35881109
Rnf166	NM_001033142	chr8	-	124990046	124999926
1190002N15Rik	NM_001033145	chr9	-	94418282	94438477
1700029J07Rik	NM_001033148	chr8	-	47038959	47060704
Ttc9	NM_001033149	chr12	+	82732355	82765928
Fbxo33	NM_001033156	chr12	-	60301641	60320470
5730507C01Rik	NM_001033157	chr12	+	18521351	18542057
Rasl12	NM_001033158	chr9	+	65246332	65260505
Zfp597	NM_001033159	chr16	-	3861543	3872381
4933407I18Rik	NM_001033160	chr9	+	59528004	59531354
Tradd	NM_001033161	chr8	-	107782474	107788481
1700012A16Rik	NM_001033162	chr1	+	155272338	155299704
Abhd9	NM_001033163	chr17	-	32320714	32326448
2510002D24Rik	NM_001033164	chr16	+	18836674	18840206
Dnajc25	NM_001033165	chr4	+	59016370	59035862
2700094K13Rik	NM_001033166	chr2	-	84509377	84510938
2700094K13Rik	NM_001037279	chr2	-	84509377	84510938
Slc22a23	NM_001033167	chr13	-	34271026	34437064
1700066B19Rik	NM_001033168	chr18	+	35886642	35890523
4930403C10Rik	NM_001033170	chr7	+	52976560	52984862
Klrg2	NM_001033171	chr6	-	38576659	38587239
Rab11fip2	NM_001033172	chr19	-	59979598	60019332
Osbp	NM_001033174	chr19	+	12040356	12068604
Cln6	NM_001033175	chr9	+	62686593	62699809
1700039E15Rik	NM_001033176	chr7	+	52538242	52544363
Krt76	NM_001033177	chr15	-	101714781	101723351
Tmem181	NM_001033178	chr17	+	6270474	6305783
9430070O13Rik	NM_001033180	chr1	-	158295059	158330121
1700057G04Rik	NM_001033184	chr9	+	92204214	92252714
1700084C01Rik	NM_001033185	chr1	+	171859069	171864784
Skap1	NM_001033186	chr11	+	96325937	96620936
C77080	NM_001033189	chr4	-	128896821	128925687
Ard1b	NM_001033191	chr5	-	97811227	97821349
C78339	NM_001033192	chr13	+	46764929	46771142
Gtf3c3	NM_001033194	chr1	-	54454424	54495841
Znfx1	NM_001033196	chr2	-	166861296	166888515
AU015228	NM_001033197	chr2	+	129926129	129929111
Ankrd50	NM_001033198	chr3	-	38351000	38354479
AI747448	NM_001033199	chr3	-	144573884	144595493
AU014645	NM_001033201	chr4	+	46151461	46185274
Usp30	NM_001033202	chr5	+	114550343	114572933
Zfp575	NM_001033205	chr7	-	25368856	25372660
Pwwp2b	NM_001033206	chr7	+	146434380	146453152
Pwwp2b	NM_001098636	chr7	+	146434380	146453152
Gcom1	NM_001033208	chr9	-	71352153	71440167
Xylb	NM_001033209	chr9	+	119266498	119302438
Pls1	NM_001033210	chr9	-	95654457	95745699
AU022751	NM_001033211	chrX	-	5658354	5660537
Rprml	NM_001033212	chr11	+	103510822	103511894
E330034G19Rik	NM_001033214	chr14	+	25112616	25129181
AU017455	NM_001033215	chr14	-	79612161	79647103
Prickle1	NM_001033217	chr15	-	93329544	93426322
Slc45a4	NM_001033219	chr15	-	73411986	73455174
AU021092	NM_001033220	chr16	-	5211920	5222373
AU023871	NM_001033221	chr17	-	35199637	35203129
